index,car_ID,cylindernumber,carvolume,enginepower,averagempg,price
51,52,0,17577.520924214416,93748200.0,34.150000000000006,6095.0
52,53,0,17577.520924214416,93748200.0,34.150000000000006,6795.0
53,54,0,18428.224325323477,93748200.0,34.150000000000006,6695.0
54,55,0,18428.224325323477,95295200.0,34.150000000000006,7395.0
55,56,0,21333.558266129032,141258600.0,19.700000000000003,10945.0
56,57,0,21333.558266129032,141258600.0,19.700000000000003,11845.0
57,58,0,21333.558266129032,141258600.0,19.700000000000003,13645.0
58,59,0,21333.558266129032,215784000.0,19.15,15645.0
59,60,0,21753.846554934822,166755456.0,28.700000000000003,8845.0
60,61,0,21048.316396396396,166755456.0,28.700000000000003,8495.0
61,62,0,21753.846554934822,166755456.0,28.700000000000003,10595.0
62,63,0,21048.316396396396,166755456.0,28.700000000000003,10245.0
63,64,0,21048.316396396396,123081408.0,38.7,10795.0
64,65,0,21048.316396396396,166755456.0,28.700000000000003,11245.0
65,66,0,22305.71231617647,315840000.0,22.6,18280.0
67,68,1,26127.959292035397,350532657.0,23.35,25552.0
71,72,1,29721.31242477876,596097450.0,16.9,34184.0
73,74,1,31815.186825396824,969091200.0,14.900000000000002,40960.0
75,76,0,22734.93138686132,463050000.0,21.25,16503.0
76,77,0,18684.886692913387,102191760.0,38.8,5389.0
77,78,0,18684.886692913387,102191760.0,34.150000000000006,6189.0
78,79,0,18684.886692913387,102191760.0,34.150000000000006,6669.0
79,80,0,18372.516141732285,166583340.0,26.700000000000003,7689.0
80,81,0,22055.81902834008,222470600.0,26.15,9959.0
81,82,0,22055.81902834008,179828000.0,28.150000000000002,8499.0
82,83,0,21936.95306772908,404898000.0,21.25,12629.0
83,84,0,21936.95306772908,406029000.0,21.25,14869.0
84,85,0,21936.95306772908,406029000.0,21.25,14489.0
85,86,0,21042.221860465117,179828000.0,28.150000000000002,6989.0
86,87,0,21042.221860465117,179828000.0,28.150000000000002,8189.0
87,88,0,21042.221860465117,222470600.0,26.15,9279.0
88,89,0,21042.221860465117,222470600.0,26.15,9279.0
89,90,0,18286.42623853211,109631340.0,33.7,5499.0
90,91,0,18286.42623853211,81304080.0,47.25,7099.0
91,92,0,18286.42623853211,109631340.0,33.7,6649.0
92,93,0,18286.42623853211,109631340.0,33.7,6849.0
93,94,0,19180.426542056073,109631340.0,33.7,7349.0
94,95,0,18286.42623853211,109631340.0,33.7,7299.0
95,96,0,18732.06303939962,109631340.0,33.7,7799.0
96,97,0,18286.42623853211,109631340.0,33.7,7499.0
97,98,0,19180.426542056073,109631340.0,33.7,7999.0
98,99,0,18486.726303939962,109631340.0,33.7,8249.0
99,100,0,20089.800658135286,201558240.0,30.150000000000002,8949.0
100,101,0,20089.800658135286,201558240.0,30.150000000000002,9549.0
104,105,1,21292.060140845068,516530560.0,21.700000000000003,17199.0
105,106,1,21292.060140845068,645663200.0,19.700000000000003,19699.0
106,107,1,24191.52676056338,516530560.0,21.700000000000003,18399.0
107,108,0,24301.82031746032,201372000.0,21.25,11900.0
108,109,0,24301.82031746032,221726200.0,30.25,13200.0
110,111,0,26467.863577512777,221726200.0,25.0,13860.0
111,112,0,24301.82031746032,197220000.0,21.25,15580.0
112,113,0,24301.82031746032,221726200.0,30.25,16900.0
113,114,0,27401.47428571429,197220000.0,21.25,16695.0
114,115,0,26467.863577512777,221726200.0,25.0,17075.0
115,116,0,24301.82031746032,201372000.0,21.25,16630.0
116,117,0,24301.82031746032,221726200.0,30.25,17950.0
117,118,0,24592.390714285713,384670048.0,20.700000000000003,18150.0
118,119,0,18510.803897637797,99970200.0,38.8,5572.0
119,120,0,18510.803897637797,166583340.0,26.700000000000003,7957.0
120,121,0,18583.969130434783,99970200.0,34.150000000000006,6229.0
121,122,0,19687.587362204726,99970200.0,34.150000000000006,6692.0
122,123,0,19687.587362204726,108856440.0,34.150000000000006,7609.0
123,124,0,19483.900133779258,179828000.0,26.700000000000003,8921.0
124,125,0,21936.95306772908,406029000.0,21.25,12764.0
127,131,0,21012.735054347824,209634480.0,26.6,9295.0
128,132,0,22407.246891089108,209634480.0,26.6,9895.0
129,133,0,21920.178074866308,247366350.0,24.15,11850.0
130,134,0,21920.178074866308,247366350.0,24.15,12170.0
131,135,0,21920.178074866308,177488850.0,24.15,15040.0
132,136,0,21920.178074866308,247366350.0,24.15,15510.0
133,137,0,21920.178074866308,376939200.0,22.150000000000002,18150.0
134,138,0,21920.178074866308,376939200.0,22.150000000000002,18620.0
135,139,0,17357.113631284916,118720434.0,33.25,5118.0
136,140,0,17522.84223463687,125576352.0,28.25,7053.0
137,141,0,16810.314937163374,125576352.0,28.25,7603.0
138,142,0,20826.349714285716,153881856.0,34.25,7126.0
139,143,0,20826.349714285716,141058368.0,30.25,7775.0
140,144,0,20826.349714285716,191101248.0,28.700000000000003,9960.0
141,145,0,20094.541436464093,153881856.0,24.450000000000003,9233.0
142,146,0,20094.541436464093,208303488.0,26.25,11259.0
143,147,0,20766.967924528304,153881856.0,29.800000000000004,7463.0
144,148,0,20766.967924528304,191101248.0,27.700000000000003,10198.0
145,149,0,20039.13180327869,153881856.0,25.700000000000003,8013.0
146,150,0,20039.13180327869,208303488.0,23.0,11694.0
147,151,0,17723.49952293578,83506560.0,36.8,5348.0
148,152,0,17723.49952293578,83506560.0,34.150000000000006,6338.0
149,153,0,17723.49952293578,83506560.0,34.150000000000006,6488.0
150,154,0,17476.860304568527,83506560.0,33.7,6918.0
151,155,0,17476.860304568527,83506560.0,29.25,7898.0
152,156,0,17476.860304568527,83506560.0,29.25,8778.0
153,157,0,19338.117056603776,105040320.0,33.150000000000006,6938.0
154,158,0,19411.367500000004,105040320.0,33.150000000000006,7198.0
155,159,0,19338.117056603776,90644400.0,34.900000000000006,7898.0
156,160,0,19411.367500000004,90644400.0,42.050000000000004,7788.0
157,161,0,19338.117056603776,105040320.0,42.050000000000004,7738.0
158,162,0,19411.367500000004,105040320.0,30.700000000000003,8358.0
159,163,0,19411.367500000004,105040320.0,30.700000000000003,9258.0
160,164,0,19397.2927756654,105040320.0,31.25,8058.0
161,165,0,19397.2927756654,105040320.0,31.25,8238.0
162,166,0,19397.2927756654,234710784.00000003,27.35,9298.0
163,167,0,19397.2927756654,234710784.00000003,27.35,9538.0
164,168,0,21872.654769230765,294279936.0,26.700000000000003,8449.0
165,169,0,21872.654769230765,294279936.0,26.700000000000003,9639.0
166,170,0,21872.654769230765,294279936.0,26.700000000000003,9989.0
167,171,0,21872.654769230765,294279936.0,26.700000000000003,11199.0
168,172,0,21872.654769230765,294279936.0,26.700000000000003,11549.0
169,173,0,21459.963169811315,294279936.0,26.700000000000003,17669.0
170,174,0,21780.7970856102,156036048.0,31.25,8948.0
171,175,0,21780.7970856102,118161450.0,31.35,10698.0
172,176,0,22184.893506493507,156036048.0,29.25,9988.0
173,177,0,21780.7970856102,156036048.0,29.25,10898.0
174,178,0,22184.893506493507,156036048.0,29.25,11248.0
179,183,0,19645.77836624775,72875712.0,41.05,7775.0
180,184,0,19645.77836624775,155165587.5,30.150000000000002,7975.0
181,185,0,19645.77836624775,72875712.0,41.05,7995.0
182,186,0,19645.77836624775,155165587.5,30.150000000000002,8195.0
183,187,0,19645.77836624775,155165587.5,30.150000000000002,8495.0
184,188,0,19645.77836624775,89342820.0,39.25,9495.0
185,189,0,19645.77836624775,191240500.0,28.700000000000003,9995.0
186,190,0,17382.323201438852,172116450.0,26.25,11595.0
187,191,0,19497.151750972764,172116450.0,26.25,9980.0
188,192,1,21966.608929219605,262473200.0,21.25,13295.0
189,193,0,21966.608929219605,89342820.0,35.25,13845.0
190,194,0,22320.122613430132,168291640.0,27.700000000000003,12290.0
191,195,0,23546.114733096085,328102488.0,25.25,12940.0
192,196,0,23013.767791304348,328102488.0,25.25,13415.0
193,197,0,23546.114733096085,328102488.0,25.8,15985.0
194,198,0,23013.767791304348,328102488.0,25.8,16515.0
195,199,0,23546.114733096085,388809720.0,19.25,18420.0
196,200,0,23013.767791304348,388809720.0,19.25,18950.0
197,201,0,25571.310126126125,328102488.0,25.25,16845.0
198,202,0,25534.19646846847,451967040.0,21.700000000000003,19045.0
199,203,1,25571.310126126125,456453580.0,20.25,21485.0
200,204,1,25571.310126126125,222065759.99999997,26.450000000000003,22470.0
201,205,0,25571.310126126125,328102488.0,21.700000000000003,22625.0
